,기업명,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL
907,아인잡(AINJOB),강남구 강남대로 310 유니온센터,자바 개발자,"학력]필수대졸이상(4년)Computer공학,혹은Software공학혹은관련학과학사[경력]개발경력7~15년이상ㆍJava로""서비스platform""개발경험5년이상(기획부터배포,운영까지)ㆍDataarchitecture/API설계/framework구축경험ㆍDB논리적설계/물리적설계/구현/운영ㆍ프로그램logic개발경험ㆍ결재기능,filtermatching기능ㆍB2C상용서비스플랫폼을개발경험이있는분ㆍAWSRDS,Codecommit,Jenkis(CI/CD),ECS개발및서버운영경험3년이상.",7,• 신규서비스 ERD 설계/구축 경험,https://www.wanted.co.kr/wd/186915
908,케이에스티씨,강남구 테헤란로6길 30,자바 개발자,필수언어:Golang(혹은JAVA)ㆍ개발이력10년이상혹은동종업계경력6년이상,10,"ㆍ영어 혹은 중국어 가능자, ㆍ대용량 트레픽 처리 및 네트워크 보안 유 경험자 , ㆍB2C 서비스 런칭 유 경험자",https://www.wanted.co.kr/wd/173563
909,투스카이,서울특별시 서울숲 A 타워,자바 개발자,"웹어플리케이션설계및개발경험자로서실무5년차이상또는그에준하는역량보유하신분•Spring,Springboot을활용한웹서비스설계및개발경험이있으신분•JPA,Hibernate등ORM사용과도메인모델링경험이있으신분•RestfulAPI기반서버시스템의설계및개발경험이있으신분•AWS환경에서의개발및운영경험이있으신분•다수시스템의통합프로젝트에열정적으로임하실분•해외여행결격사유가없으신분",5,"• MSA (Microservice Architecture)나 CQRS (Command Query Responsibility Segregation)기반의 시스템 설계 및 개발 경험이 있으신 분, • AWS 기반 클라우드 인프라 구축 및 운영 경험이 있으신 분, • Kafka, Cognito 사용 경험이 있으신 분, • 도메인 주도 설계를 이해하고 노력해 오신 분, • NoSQL 등을 이용한 대용량 데이터 처리 경험이 있으신 분, • 대규모 트래픽 처리 경험이 있으신 분, • 객체지향 개발 및 테스트 코드 작성에 숙달된 분, • Application 성능 최적화에 경험이 있으신 분",https://www.wanted.co.kr/wd/197740
910,트루테크놀로지스,서울특별시 영등포구 의사당대로 83 (여의도동),자바 개발자,"Java,Javascript,REACT/Redux,TDD,BDD•NativeKoreanspeakerwithfluentEnglish•ContinuousDelivery",1,"• Rust, Cucumber, AWS, CloudFormation, Terraform",https://www.wanted.co.kr/wd/198563
911,더블엑스소프트(크립토택스),"서울특별시 강남구 테헤란로 77길 11-9, 9층(삼성동, 삼성타워)",자바 개발자,"3년이상의Node.js를활용한백엔드개발경험이있는분•AWS의다양한서비스(lambda,apigateway,rds등)사용경험이있는분•Mysql,MongoDB,Redis를활용한개발경험이있는분•가상자산거래및파생상품,Defi등을경험해봤거나이해도가높은분",3,"• 가상자산 거래소 api 데이터 연동 개발 경험이 있는 분, • 대용량 트래픽 및 데이터를 다뤄본 경험",https://www.wanted.co.kr/wd/191203
912,뉴아인,(08380)서울 구로구 디지털로33길 27,자바 개발자,"웹서비스개발경력이최소5년이상이신분•팀원에게자신의지식을전할수있는의사소통능력을가지신분•비즈니스상황에맞는최선의기술을선택할수있는분•AWS,Azure,GCP등클라우드를통한웹서비스구축경험이있으신분•datamodeling경험(RDBMS,Nosql)이있으신분",5,"• 초기 스타트업이나 작은 규모의 팀에서 팀을 리딩한 경험이 있으시거나, 스타트업 S/W개발 부문 리더급으로 성장하고자 하는 분, • 의료/금융 분야의 근무 경험이 있으신 분, • 언어 무관 실무에서 백엔드 개발 경험이 있으신 분, • 풀스택 개발 커리어를 가지신 분, • 의료 및 헬스케어 디바이스를 경험 해보신 분, • 빠르게 변화하는 스타트업 문화에 대한 이해와 경험을 가지신 분, • Jira, Confluence, Git 등 협업툴 사용 경험이 있으신 분, • 다양한 분야의 사람과의 협업 능력이 원활하신 분, • 논리적이고 체계적인 문제해결 능력 및 커뮤니케이션 능력이 있으신 분, • 혼자서 웹 또는 앱 프로젝트 하나를 어려움 없이 전체 개발 가능한 분, • CI/CD를 활용한 빌드, 자동화 배포 경험이 있으신 분, • 대용량 트래픽 서비스 또는 시스템 개발 및 실 운영 경험이 있으신 분",https://www.wanted.co.kr/wd/202365
913,에이치앤비라이프,수원시 영통구 영통로 237 에이스 하이엔드 타워 8층,자바 개발자,"실무경력2년이상(학원,부트캠프기간제외)•HTML,CSS,Javscript에대한이해가있으신분•Python,Django,RESTfulAPI에대한이해가깊으신분•주도적인업무처리가가능하신분",2,"• 쿼리 최적화에 대한 경험이 있으신 분, • Monolithic Architecture에 대한 이해가 있으신 분, • 코드 리뷰 경험이 있으신 분, • AWS 사용 경험 혹은 그에 준하는 클라우드 인프라 운영 경험이 있으신 분",https://www.wanted.co.kr/wd/206603
914,모라이(MORAI),"서울시 강남구 테헤란로 78번길 16, 7층",자바 개발자,"2년이상웹개발및서비스경험(부트캠프,개인프로젝트제외)•네트워크(보안,TCP/ICP기본이해도)기초지식•간단한스크립트제작능력이있으신분",5,"• 리눅스(Ubuntu) 배포 경험하신 분, • AWS를 사용하여 서비스를 운영해본 경험이 있으신 분",https://www.wanted.co.kr/wd/205900
915,파킹허브,"서울 구로구 디지털로 300 (구로동, 지밸리비즈플라자)",자바 개발자,만4년이상의백엔드개발경력을보유하신분•무중단서비스에대한이해및실시간서비스경험이있으신분•PublicCloud기반환경에서의개발/운영경험이있으신분•RESTfulAPI개발/운영경험이있으신분•Linux환경에서의개발/운영경험이있으신분•좋은코드와설계를위한고민을꾸준히하시는분•Java+Springframework전문성을보유하신분•데이터베이스이해를가지신분,4,"•  서비스를 설계부터 론칭 및 운영까지 경험이 있으신 분, •  대용량 트래픽 서비스의 설계 및 개발 경험이 있으신 분, •  문제를 정의하고, 해결하는 것에 재미를 느끼시는 분, •  테스트 자동화, 빌드 자동화 설계 및 운영 경험이 있으신 분, •  직군과 관계없이 어울릴 수 있고, 적극적인 커뮤니케이션을 하려고 노력하는 분",https://www.wanted.co.kr/wd/196743
916,파킹허브,"서울 구로구 디지털로 300 (구로동, 지밸리비즈플라자)",자바 개발자,"만8년이상의백엔드개발경력을보유하신분•무중단서비스에대한이해도가높고,대용량트래픽처리에대한이해및서비스경험이있으신분•PublicCloud기반환경에서의서비스설계,구축및운영경험이있으신분•전체SDLC(소프트웨어생명주기)에대한경험이있으신분•데이터베이스스키마설계에대한깊은이해를가지신분•Linux관리운영경험이있으신분•Java+Springframework전문성을보유하신분•RESTfulAPI설계및개발/운영경험이있으신분•프로젝트리딩경험이있으신분",8,"•  서비스를 설계부터 론칭 및 운영까지 경험이 있으신 분, •  대용량 트래픽 서비스의 설계 및 개발 경험이 있으신 분, •  문제를 정의하고, 해결하는 것에 재미를 느끼시는 분, •  테스트 자동화, 빌드 자동화 설계 및 운영 경험이 있으신 분, •  직군과 관계없이 어울릴 수 있고, 적극적인 커뮤니케이션을 하려고 노력하는 분",https://www.wanted.co.kr/wd/197460
917,플레져,서울특별시 서초구 강남대로 311 드림플러스 강남,자바 개발자,"공학계열전공자(컴퓨터공학,수학,통계학등)•Backend프레임워크활용및개발경력5년이상7년이하•JAVA언어로작성한SpringBoot기반웹어플리케이션개발경력3년이상•JPA및QueryDSL프레임워크에대한이해도가있으신분•Frontend, framework(React,JS,Next.js,Typescript,Next.js등)프레임워크를이용한개발이익숙하신분•Kafka등오픈소스기반의분산환경의아키텍처구축및운영경험•프레임워크활용개발환경구성경험자•AWS클라우드환경경험자/Git등형상관리시스템사용경험자•Docker,Kubernetes를사용한서비스개발및운영경험",5,"• 프로젝트 분석, 설계 및 리딩 경험자, • 핀테크 또는 예약서비스 IT 근무 경험, , ︎► 이런 분이면 더 좋아요! ︎︎, • 새로운 기술 트렌드에 지속적으로 관심을 갖고 개발 자체를 즐기시는 분, • 기술에 대한 지식 공유를 좋아하시는 분, • 현재 업무에서의 개선점을 찾아내고 끊임없이 고민하시는 분, • 서비스의 목표에 대한 이해를 바탕으로 Ownership을 가지고 임하시는 분",https://www.wanted.co.kr/wd/199656
918,미트박스글로벌,"서울 강남구 테헤란로34길 22, 미트박스글로벌빌딩",자바 개발자,"유관경력4년이상보유하신분•JAVA(Springframework),JSP,MyBatis기반개발경험이있는분•Javascript,jquery에대한이해와개발경험이있는분•Web/WAS(Apache/Nginx/tomcat)에대한이해와환경구축경험이있는분•SVN,Git형상관리경험자",4,"• Front 라이브러리(React/VueJS 등) 개발 경험이 있는분, • E-commerce 시스템 개발 경험이 있는 분, • RESTful 서비스 및 API 개발 경험이 있는 분, • Spring Boot, JPA/QueryDSL 개발 경험이 있는 분, • AWS/GCP 등 Cloud 기반 서비스 운영 경험이 있는 분, • 팀 플레이어로 우수한 협업 능력 및 커뮤니케이션 스킬을 보유한 분, • 적극적으로 문제를 진단하고 혁신적으로 해결하는 능력을 보유한 분",https://www.wanted.co.kr/wd/189532
919,아파트아이,서울특별시 금천구 가산디지털1로 186 제이플라츠 1203호,자바 개발자,"필요역량]•JAVA,Spring,Javascript,JQuery중급이상•RDBMSQuery작성중급이상•이해관계자와건설적인의사소통이가능한분•업무에필요한새로운기술을익히려는의지를갖고있는분[필요경력]•만10년~만14년(차장급)",10,"• PG / VAN 서비스 개발 및 운영 경험 있으신 분, • 클라우드 기반 서비스 개발 및 운영 경혐 있으신 분, • .Net 기반 서비스 개발 경험 있으신 분, • OpenAPI 서비스 개발 및 운영 경험 있으신 분",https://www.wanted.co.kr/wd/184569
920,튠잇,"성남시 분당구 느티로 67, 4층 401호 (정자동 65-2)",자바 개발자,"Java&SpringFramework기반웹서버개발경험(경력8년~15년)•RestfulAPI설계/구현경험•백엔드시스템및RDB기반시스템구현경험•MySQL,PostgresqlDB구조설계및SQL개발역량•서비스개발에대한열정과새로운도전을즐기는자세•원활한커뮤니케이션능력과타인을배려하는마음",8,"• 웹서비스 기획 및 개발 리드 경험, • 클라우드 관제 시스템에 대한 이해 및 개발 경험, • 피그마로 제작된 UI/UX로 디자이너와의 협업 경험, • NoSQL 프로젝트, 대용량 데이터 처리 등의 경험, • AWS, IoT Core 프로젝트 진행 경험, • 모바일 환경의 서버 API 개발 유경험자, • Git, Jira, Confluence를 사용한 업무 관리 경험, • 논리적인 문제 해결, 주도적으로 해결을 좋아하는 분",https://www.wanted.co.kr/wd/204236
921,리코(recokr),"서울 강남구 테헤란로83길 15, 제이엠빌딩",자바 개발자,"개발경력7~12년•Java(orKotlin)&SpringBoot기반웹서비스개발경력•SpringFramework구조이해및개발역량•MySQL,MariaDB등RDBMSSchema설계및SQL개발역량•JPA,Hibernate,MyBatis등DB사용구조이해및개발역량•RESTfulAPI에대한높은이해와개발경험•탄탄한전산기초지식(자료구조,알고리즘,OS,OOP등)•구글링을통해의문을해결하고반드시레퍼런스문서를확인하는습관을갖고계신분•원활한커뮤니케이션능력과타인을배려하는마음이있으신분•서비스개발에대한열정과새로운도전을즐기는자세가있으신분",7,"• 웹 서비스 POC, MVP, Live 런칭까지 진행 경험이 있으신 분, • 라이브 서비스 마이그레이션 진행 경험이 있으신 분, • 고성능, 대용량 트래픽 서비스 개발 및 운영 경험이 있으신 분, • 서버 아키텍처 설계 및 구조 개선 경험이 있으신 분, • 대용량 메시지, 데이터처리 경험 있으신 분, • 유닛 테스트, 스트레스 테스트 개발 경험이 있으신 분, • AWS Infra 사용 및 구축 경험이 있으신 분, • Container(Docker) 기반 서버 배포 환경 구축 및 운영 경험이 있으신 분, , , [채용절차], , 1. 서류전형 및 온/오프라인 커피챗, 2. 과제전형, 3. 기술조직 인터뷰, 4. 임원 인터뷰 및 평판조회, 5. 처우협의, 6. 최종합류, , ※ 커피챗은 온/오프라인 중 후보자가 원하는 방향으로 진행 가능하며, 기술과제를 전달드리고 있습니다., ※ 상기 절차는 기본적인 채용 절차이며, 상황에 따라 절차가 간소화될 수 있습니다., ※ 주차별 서류 검토 진행에 따라 서류 결과 안내가 다소 지연될 수 있는 점 양해 부탁드립니다.",https://www.wanted.co.kr/wd/202030
922,파더스랩,"서울특별시 강남구 언주로 540, 4층",자바 개발자,경력3년이상•대졸이상관련학과전공자•Android개발경험,3,"ㆍKotlin 개발 경험 , ㆍJava 개발 경험 , ㆍ영어 커뮤니케이션 가능",https://www.wanted.co.kr/wd/173860
923,딜랏,"서울특별시 강남구 테헤란로5길 7, 9층 102호(역삼동, KG Tower)",자바 개발자,"백엔드개발경력3년이상이신분혹은상응하는경력을지니신분•JS,Ruby,Python중하나이상으로상용서비스를개발해본경험이있는분•AWS혹은Azure를사용하여서비스초기구축을진행해본경험이있는분•비즈니스요구사항에따른RDBMS,NoSQL,Cache설계경험이있는분•상용에서RESTfulAPI혹은GraphQL을설계한경험이있는분",2,"• 팀 단위에서 Git 사용 경험이 있는 분, • 유연하고 효과적인 커뮤니케이션 능력이 있는 분, , [채용절차], • 경력 위주로 작성된 지원서(이력서 및 경력기술서 or 포트폴리오)를 준비하고 지원하기, • 딜랏의 인재영입 매니저와의 Tea Time, - Introduction Meeting을 통해 조직 및 포지션에 대한 이해도를 높입니다., • CEO와 서로를 알아가는 시간인 Casual Talk, • 직무 인터뷰(온라인 코딩테스트), • CEO와 1:1 인터뷰, • 처우협의 ＞ 최종합격, ※ 절차는 변경될 수 있습니다., , [지원시 주의사항], • 3개월의 수습 기간이 있습니다.(수습 기간 동일 급여와 복리후생 보장)",https://www.wanted.co.kr/wd/193652
924,카펜스트리트(에이콘3D),"서울 강남구 언주로93길 27 (4층), 카펜스트리트",자바 개발자,"백엔드개발경험이5년이상또는그에준하는경험이있으신분•Node.js,Javascript,Typescript경험이있으신분•코드디자인패턴의중요성에공감하고이를생산적으로녹여낼수있으신분",5,"• e-commerce 관련 경험을 토대로 효과적인 개발 지향점을 제안할 수 있으신 분, • 레거시 코드의 세대 교체를 성공적으로 경험해보신 분, • NestJS를 깊은 레벨까지 고민하고 사용한 경험이 있으신 분, • 3D 에셋과 관련 시장에 많은 관심을 보유하신 분, • 플랫폼/스타트업 근무 경험자",https://www.wanted.co.kr/wd/200362
925,투스카이,서울특별시 서울숲 A 타워,자바 개발자,성별무관•연령무관,5,"• 정보처리기사 우대, • 전공자 우대",https://www.wanted.co.kr/wd/195293
926,에프랩앤컴퍼니,"강남구 역삼로172, 마루360",자바 개발자,경력5년이상이신분.•Spring계열의기술에능숙하신분.•AWS인프라에능숙하신분.•문제를풀기위해서라면어떤기술이라도학습하여사용할의지가있으신분.•프로덕트관점의마인드와오너쉽이있으신분,5,"• 백엔드 뿐 아니라 다양한 분야의 개발 경험이 있으신 분, • 기술 자체를 중요시 하기보단 문제를 해결하는데에 기술을 활용하시는 분, • 개발 팀 리딩 경험이 있으신 분, • 네이버, 카카오 등 빅테크 경력이 있으신 분",https://www.wanted.co.kr/wd/191910
